ZipCode,DogBreed
29679,TERRIER
16002,LABRADOR RETRIEVER
27603,CHIHUAHUA
21113,PUG
16105,GER SHEPHERD
28052,BOXER MIX
15224,SCHNAUZER MIN
27540,TAG
15678,SHEPHERD MIX
16229,AM PIT BULL TERRIER
16055,YORKSHIRE TERR MIX
32207,MIXED
34233,COLLIE
92782,COCKAPOO
29928,LABRADOR RETRIEVER
32080,BORD COLLIE MIX
16301,BOXER
31520,DINGO
15089,ROTTWEILER
17055,BOXER MIX
27833,MIXED
15230,LABRADOR RETRIEVER
15656,GER SHORTHAIR POINT
19014,PARSON RUSSELL TERR
85032,LABRADOR RETRIEVER
15231,GER SHEPHERD
17543,BOXER
16137,TERRIER MIX
15062,LAB MIX
26508,WEIMARANER
37069,AM PITT BULL MIX
29486,MIXED
16056,LABRADOR RETRIEVER
15282,AM PIT BULL TERRIER
28117,ENG SPRINGER SPANIE
37604,MIXED
15502,MIXED
29511,PARSON RUSSELL TERR
16113,LAB MIX
29485,DACHSHUND
19348,YORKSHIRE TERR MIX
15501,WELSH TERRIER
28021,HAVANESE
40330,MIXED
44141,LAB MIX
47126,MIXED
15801,MALTESE
29609,COTON DE TULEAR
17070,W HGHLND WH TERRIER
15050,MIXED
32506,LAGOTTO TOMAGNOLO
16127,LABRADOR RETRIEVER
15010,AM PIT BULL TERRIER
44241,BEAGLE
40205,MIXED
2673,MIXED
33566,MIXED
16116,PUG
33426,BOXER MIX
28173,ENGLISH MASTIFF
16051,ENGLISH MASTIFF
15060,PUG
78660,AUS SHEPHERD
45459,GER SHEPHERD MIX
15019,GER SHEPHERD MIX
15665,COCKER SPANIEL
1821,GER SHEPHERD
19320,BOXER
15660,LAB MIX
15042,SCHNAUZER MIN
60659,AM PITT BULL MIX
32081,BULLMASTIFF
16803,CAIRN TERRIER
6089,VIZSLA
33767,LABRADOR RETRIEVER
32609,YORKSHIRE TERR MIX
46933,YORKSHIRE TERR MIX
74133,MIXED
33029,OLD ENG SHEEPDOG
99645,ALAS MALAMUTE
44121,HAVANESE
15521,AM BULLDOG
31535,LAB MIX
20171,SHIH TZU
33573,MIXED
32224,SHETLAND SHEEPDOG
80303,POMERANIAN MIX
16424,LABRADOR RETRIEVER
16509,DACHSHUND MIX
15675,STAFFORDSHIRE TERRI
15022,SHIH TZU
27278,GOLDENDOODLE
46037,GER SHEPHERD
15055,ENG BULLDOG
74864,GER SHEPHERD MIX
75068,GOLDEN RETRIEVER
46845,LAB MIX
16148,GOLDENDOODLE
16353,DACHSHUND
33606,SIB HUSKY
44431,BRITTANY SPANIEL
10544,BOSTON TERRIER
27604,SIB HUSKY
27518,FRENCH BULLDOG
16027,GREAT DANE
80021,LABRADOR RETRIEVER
22305,LHASA APSO
18228,COCKER SPANIEL MIX
15105,MIXED
31632,BEAGLE MIX
20653,CAV KING CHAR SPANI
55126,AM ESKIMO DOG
14146,GER SHEPHERD
15857,SIB HUSKY
99163,LAB MIX
44305,POMERANIAN
2043,BOXER MIX
92101,PAPILLON
