ZipCode,DogBreed
15236,MIXED
15238,MIXED
15108,MIXED
15122,MIXED
15227,MIXED
15209,MIXED
15090,MIXED
15132,AM PIT BULL TERRIER
15133,MIXED
15136,MIXED
15104,AM PIT BULL TERRIER
15049,AM PIT BULL TERRIER
15101,MIXED
15025,MIXED
15143,LABRADOR RETRIEVER
15139,MIXED
15235,MIXED
15226,LAB MIX
15044,LABRADOR RETRIEVER
15221,MIXED
15003,MIXED
15147,MIXED
15014,MIXED
15241,MIXED
15243,MIXED
15071,MIXED
15237,MIXED
15017,MIXED
15120,MIXED
15225,LAB MIX
15216,MIXED
15135,MIXED
15106,MIXED
15126,MIXED
15205,MIXED
15215,MIXED
15057,MIXED
15202,MIXED
15065,MIXED
15142,LAB MIX
15239,MIXED
15037,MIXED
15076,LABRADOR RETRIEVER
15051,MIXED
15129,MIXED
15102,MIXED
15145,MIXED
15228,MIXED
15146,MIXED
15234,MIXED
15220,MIXED
15140,LAB MIX
16059,LABRADOR RETRIEVER
24018,SHIH TZU
15214,MIXED
15116,MIXED
15131,MIXED
15218,MIXED
15024,MIXED
15210,MIXED
33917,CAIRN TERRIER
15137,MIXED
15026,LABRADOR RETRIEVER
15223,MIXED
15229,MIXED
15015,LABRADOR RETRIEVER
15046,MIXED
15144,MIXED
15212,LABRADOR RETRIEVER
15007,MIXED
15084,MIXED
15035,MIXED
15232,AUS SHEPHERD
15006,LABRADOR RETRIEVER
15068,MIXED
15206,BEAGLE MIX
15332,MIXED
15317,LAB MIX
15034,MIXED
15613,YORKSHIRE TERRIER
15110,AM PIT BULL TERRIER
15031,MIXED
15063,MIXED
30506,WELSH CORGI PEMBROK
16046,LABRADOR RETRIEVER
15018,LAB MIX
15217,MIXED
15056,LABRADOR RETRIEVER
15201,LAB MIX
15367,SIB HUSKY
15148,MIXED
15211,AM PIT BULL TERRIER
48808,MIN PINSCHER
34119,SHIBA INU
15082,MIXED
15127,MIXED
15028,DACHSHUND
15045,MIXED
15086,GOLDEN RETRIEVER
15112,MIXED
15668,LABRADOR RETRIEVER
37043,BOXER
60503,TAG
16259,LAB MIX
15047,LABRADOR RETRIEVER
55379,POODLE STANDARD
28078,HAVANESE
15030,LAB MIX
15642,CHIHUAHUA
32119,PUG
34114,BORD COLLIE
27606,SHETLAND SHEEPDOG
34292,COLLIE MIX
15085,MIXED
15005,MIXED
15203,TAG
15088,MIXED
77351,GER SHEPHERD MIX
15001,BOXER
7885,CHIHUAHUA
15626,LABRADOR RETRIEVER
78130,LAB MIX
80130,BOXER
16066,GER SHEPHERD
15213,MIXED
22701,BEAGLE
15020,DACHSHUND
15330,COCKER SPANIEL
15208,AM PIT BULL TERRIER
75010,TAG
27302,LABRADOR RETRIEVER
15061,LABRADOR RETRIEVER
33764,MIXED
27950,LAB MIX
16342,GER SHEPHERD MIX
34145,ENG BULLDOG
15075,LABRADOR RETRIEVER
15032,BOSTON TERRIER
15204,LAB MIX
28031,GOLDENDOODLE
34602,CHIHUAHUA
16216,LABRADOR RETRIEVER
15027,LAB MIX
15321,DOBERMAN PINSCHER
21401,DACHSHUND
47909,CHIHUAHUA
15083,AM PIT BULL TERRIER
49441,GOLDEN RETRIEVER
15301,POODLE MIN
15636,BEAGLE MIX
15207,BOXER
2864,SCHNOODLE
15222,BEAGLE MIX
33401,BLUE HEELER
15043,MIXED
84105,LAB MIX
19438,BOXER
70119,SCHIPPERKE
28025,LABRADOR RETRIEVER
33458,DACHSHUND MIX
33319,POODLE TOY
44102,LAB MIX
34211,SHIH TZU
32311,YORKSHIRE TERRIER
15091,MIXED
16351,LAB MIX
15632,COCKER SPANIEL
80109,GER SHEPHERD
15601,STAFFORDSHIRE TERRI
14830,AM FOXHOUND
29036,HAVANESE
16233,BICHON FRISE
29926,LABRADOODLE
18705,TAG
15012,TERRIER MIX
15219,LABRADOR RETRIEVER
29566,MIXED
38632,ENG BULLDOG
15767,AUS CATTLE DOG
30064,LABRADOODLE
32137,LAB MIX
43903,PEKINGESE
15134,CHIHUAHUA
28594,MIXED
26047,POODLE MIX
17111,W HGHLND WH TERRIER
16053,POODLE STANDARD
16121,CHIHUAHUA
45102,COCKAPOO
15038,SHIH TZU
34450,AM PITT BULL MIX
33913,SHIH TZU
15644,TAG
16037,LHASA APSO
15655,BEAGLE MIX
15692,POODLE MIN
15066,COCKER SPANIEL
16143,MIXED
15064,MIXED
73099,DACHSHUND
28273,MORKIE
8002,MALTESE
34108,COTON DE TULEAR
16354,MIXED
46142,GREYHOUND
46205,DACHSHUND
34472,DACHSHUND
15021,DALMATIAN
28539,LABRADOODLE
32168,BEAGLE MIX
29568,AUS CATTLE DOG
16001,BEAGLE
29803,LABRADOR RETRIEVER
11731,POMERANIAN
16134,BOSTON TERRIER
15233,MIXED
84770,COTON DE TULEAR
35907,POODLE STANDARD
15670,BORD COLLIE
29410,LAB MIX
29466,LAB MIX
18930,SIB HUSKY
17331,MIXED
34293,TERRIER MIX
30248,MIXED
23059,AM ESKIMO DOG
22508,POODLE TOY
55811,CHIHUAHUA
77389,GOLDEN RETRIEVER
16316,YORKSHIRE TERRIER
34112,BEAGLE MIX
45039,YORKSHIRE TERRIER
43935,CANE CORSO
23451,MALTESE
80863,ROTTWEILER
15009,MIXED
17034,TAG
48316,GOLDENDOODLE
33410,SIB HUSKY
34205,HAVANESE
58801,SCHNAUZER MIN
