ZipCode,DogName
32311,GRACIE
15321,ZSA ZSA
16354,ALFIE
16053,RUDY
45039,JAYLA
32163,AJ
15020,PEANUT
47126,TUCKER BROWN SUTTER
27523,FOSTER
22508,MISTY
37604,ATLAS
16226,GINGER
29566,BUDDY
33029,MOLLY
3102,WOLFIE
16143,BELLE
15021,LEELOO
15801,LEIA
34292,SUNNY
89128,MUNCHIE
15089,MADIX
46142,FUZZ FACE CASSIE
28173,BENNY
16123,ROMEO
15050,RAMSEY
28078,COOPER
43935,BAILEY
44102,LEXI
27606,GRYPHON
33407,ROMEO
15081,BELLA
19352,ELLIE
48808,CHESTER
17111,MAGGIE
29486,XENA
90275,CHARLIE
22701,LOUIE
20653,COLBY JACK
29642,MAXI KERN
2673,RUTHIE
32081,RUBY MAE
13027,SPENCER
10011,EVANGELINE
16027,BO
16233,FREYA
16001,PENNY
63017,SOCKS
10522,JAZMINE
34114,CROSBY
28117,DARBY
33426,DOBBY
15043,COOPER
20657,SAMSON
17070,FIONA
27278,HARLEY
70119,COFFEE
34112,LIBBY
53204,ZAY
28208,MILA
33410,LUNA
15655,PEANUT
37064,MABEL ROGERS
15670,OSCARR
16037,DANNY
15061,GRACIE
7885,ISABELA
77386,JAX
98040,KIITOS
16127,SHADOW
23451,SPENCER
16316,TINKY
15629,JADE
27603,LILY
27540,RYKU
34108,KEEPER
30248,NELLIE
27833,LILLY
28031,SADIE
34472,ROSIE
40330,SAGE
78130,MEEKA
16137,CHLOE ROSS
31520,LAHLA
32137,SEAMUS
33917,THEODORE
46933,CLARENCE
16121,TIA
55126,CHIP
46205,WINNIE
85140,MILLICENT HOPE BELL
33458,ROSCOE
15128,FAITH
29410,WESSON
32080,STORM
16105,ZASHA
44241,BUBBA
33401,MAVERICK
24019,BELLA SWAN
16301,SUZIE
17034,CHARLIE
60503,CINDY LOU
6089,GASTSBY
16335,TUCKER
16510,LYLA
16424,KATIE
33767,BRONCO
58801,AUDI
33442,REX
33606,RYDER
1821,MAX
44141,TULIP
34450,NIXIE
15636,MILO
32168,BRAXTON
17331,SOPHIE
15009,PIERRE
37043,JOURNEY
28052,ISH
16002,RILEY
37069,KORA
60611,WRIGLEY
44305,TANK
15644,ADDIE
15767,BANDIT
85032,CUTCH
18655,CONNOR
17543,BOOMER
15052,NASH
73099,VANESSA
19014,LIBBY
34119,YUKI
22031,AOIFE
16051,REMINGTON
44145,JOANNE
15459,MOLLIE
78705,BUCKETS
47909,KATIE
17055,MR. BOONE
19709,COOPER
75010,FIEVEL
17339,LILLY
48127,CAVARRA
28025,GAGE
27604,NOVA
20171,GRADY
11731,PUDDIN
44431,KING HENRY V
24018,FELIPE
15502,RIKO
19348,GRACIE
23666,KENAI
16033,SWING
22305,COOPER
16373,BRONNY
99163,BEAR
99645,BORIS
30188,AXEL
29511,SNOOPY
80021,KOBE
80863,MAVERICK
98155,CLOUDY
30506,RAMEY
16870,ROONEY PRANCER WILSO
21113,GIGI
47725,HANK
15282,EVE
31632,BELLA
33573,OSCAR
29485,MAX 
15673,FLYNN
28273,MAX
43701,MITT
15010,BOJO
80303,LUNA
34293,MAX
93312,BRUNO VEER DUGAR
44484,TYSON
16057,DEXTER
28722,FRESNO
30005,TEAGAN
15230,SAMMY
29406,TJ
15062,DIXIE
15066,YOGI
15665,BLAZE
28021,GEORGE
15840,LAYLA
32233,KESSIE LYNNE GEISLER
16116,BAILEY
22601,LAYLA VENTROSCO
8559,VINNIE
75068,LUNA BELL BLYE BURNH
8021,DRAGON
19320,JAX
85225,MOOSE
44420,BLAKE
44514,LAYLA
14251,FLIP
18930,NICKY
18020,DANI
15055,GRADY
16216,JOSEY
16341,PERRY
33896,ROCCO OCHO CINCO
55811,SAMMI JO
16063,SGT. PEPPER
34233,CHIEF
19971,ZOEY
15552,SOLO
16117,DUSTY
44121,VADER
15033,TATE
16038,GOODIE
14213,WAKITA
15067,IKE
15244,FENWAY
15477,TAILS
43952,OAKLEY
22193,FIFI
33486,DUTCHESS
21502,BELLA
16020,BELLE
44408,HAPPY
16136,SAMORA
