ZipCode,DogBreed
16259,LAB MIX
27950,LAB MIX
32207,MIXED
16803,CHES BAY RETRIEVER
29609,COTON DE TULEAR
15001,LAB MIX
33319,AM PIT BULL TERRIER
15678,SHEPHERD MIX
60659,AM PITT BULL MIX
16101,BORD COLLIE
40205,POODLE MIN
19150,AM PIT BULL TERRIER
33764,MIXED
29679,BORD COLLIE
15367,TAG
15501,AM PITT BULL MIX
34287,CAV KING CHAR SPANI
30132,YORKSHIRE TERRIER
26047,POODLE MIX
37412,CAV KING CHAR SPANI
55379,POODLE STANDARD
15656,MIXED
15232,BEAGLE
34211,SHIH TZU
18705,TAG
80130,BOXER
16056,LABRADOR RETRIEVER
15233,MIXED
32119,PUG
38632,ENG BULLDOG
77389,GOLDEN RETRIEVER
29568,AUS CATTLE DOG
32506,LAGOTTO TOMAGNOLO
32210,BEAGLE
49441,GOLDEN RETRIEVER
15012,TERRIER MIX
15213,MIXED
15038,SHIH TZU
19438,BOXER
34997,PEEKAPOO
15074,CHIHUAHUA
16509,DACHSHUND MIX
84770,COTON DE TULEAR
16055,YORKSHIRE TERR MIX
16113,LAB MIX
48316,GOLDENDOODLE
31535,LAB MIX
15301,SHIH TZU
97206,LABRADOR RETRIEVER
29928,LABRADOR RETRIEVER
80109,COCKER SPANIEL
29576,AM PIT BULL TERRIER
74133,MIXED
2043,BOXER MIX
16229,SHIH TZU
15668,POODLE MIX
46037,GER SHEPHERD
15134,LABRADOR RETRIEVER
45102,COCKAPOO
34602,CHIHUAHUA
78660,AUS SHEPHERD
15601,YORKSHIRE TERR MIX
29466,LAB MIX
30064,POODLE STANDARD
2864,SCHNOODLE
32609,YORKSHIRE TERR MIX
15632,COCKER SPANIEL
29036,HAVANESE
15330,LAB MIX
84105,LAB MIX
27518,TERRIER MIX
92782,COCKAPOO
32311,SHIH TZU
15321,DOBERMAN PINSCHER
16354,MIXED
16053,POODLE STANDARD
45039,YORKSHIRE TERRIER
32163,SHIH TZU
15020,DACHSHUND
47126,LABRADOODLE
27523,TERRIER MIX
22508,POODLE TOY
37604,MIXED
16226,MIXED
29566,MIXED
33029,OLD ENG SHEEPDOG
3102,MIXED
16143,MIXED
15021,DALMATIAN
15801,MALTESE
34292,COLLIE MIX
89128,PUGGLE
15089,CANE CORSO
46142,GREYHOUND
28173,LABRADOR RETRIEVER
16123,FRENCH BULLDOG
15050,MIXED
28078,HAVANESE
43935,CANE CORSO
44102,LAB MIX
27606,SHETLAND SHEEPDOG
33407,SHIH TZU
15081,MIXED
19352,BOSTON TERRIER
48808,MIN PINSCHER
17111,W HGHLND WH TERRIER
29486,MIXED
90275,LABRADOODLE
22701,BEAGLE
20653,CAV KING CHAR SPANI
29642,POODLE STANDARD
2673,MIXED
32081,BULLMASTIFF
13027,GER SHEPHERD MIX
10011,BRITTANY SPANIEL
16027,GREAT DANE
16233,DOBERMAN PINSCHER
16001,MIXED
63017,MIXED
10522,MIXED
34114,BORD COLLIE
28117,MIXED
33426,BOXER MIX
15043,MIXED
20657,LAB MIX
17070,W HGHLND WH TERRIER
27278,GOLDENDOODLE
70119,SCHIPPERKE
34112,BEAGLE MIX
53204,BISHON FRISE MIX
28208,YORKSHIRE TERRIER
33410,ALAS KLEE KAI
15655,BEAGLE MIX
37064,LABRADOR RETRIEVER
15670,BORD COLLIE
16037,LHASA APSO
15061,LABRADOR RETRIEVER
7885,CHIHUAHUA
77386,MIXED
98040,STAFFORDSHIRE TERRI
16127,HAVANESE
23451,MALTESE
16316,LABRADOR RETRIEVER
15629,MIXED
27603,CHIHUAHUA
27540,TAG
34108,COTON DE TULEAR
30248,MIXED
27833,MIXED
28031,GOLDENDOODLE
34472,DACHSHUND
40330,ENG SHEPHERD
78130,LAB MIX
16137,CANE CORSO
31520,DINGO
32137,LAB MIX
33917,PUG
46933,YORKSHIRE TERR MIX
16121,CHIHUAHUA
55126,AM ESKIMO DOG
46205,DACHSHUND
85140,BORD COLLIE
33458,DACHSHUND MIX
15128,MASTIFF
29410,LAB MIX
32080,BORD COLLIE MIX
16105,GER SHEPHERD
44241,BEAGLE
33401,BLUE HEELER
24019,TREE WALK COONHOUND
16301,BOXER
17034,TAG
60503,TAG
6089,VIZSLA
16335,WEIMARANER
16510,ST BERNARD
16424,SHIH TZU MIX
33767,LABRADOR RETRIEVER
58801,SCHNAUZER MIN
33442,JACK RUSSEL TERRIER
33606,SIB HUSKY
1821,GER SHEPHERD
44141,LAB MIX
34450,AM PITT BULL MIX
15636,BOXER
32168,WELSH CORGI PEMBROK
17331,MIXED
15009,BISHON FRISE MIX
37043,BOXER
28052,BEAGLE MIX
16002,MIXED
37069,AM PITT BULL MIX
60611,GOLDEN RETRIEVER
44305,POMERANIAN
15644,TAG
15767,AUS CATTLE DOG
85032,LABRADOR RETRIEVER
18655,GER SHEPHERD MIX
17543,BOXER
15052,TAG
73099,DACHSHUND
19014,PARSON RUSSELL TERR
34119,SHIBA INU
22031,AM PIT BULL TERRIER
16051,LABRADOR RETRIEVER
44145,LABRADOODLE
15459,ENGLISH MASTIFF
78705,TERRIER MIX
47909,CHIHUAHUA
17055,BOXER MIX
19709,POODLE MIX
75010,TAG
17339,TERRIER MIX
48127,BISHON FRISE MIX
28025,LABRADOR RETRIEVER
27604,SIB HUSKY
20171,SHIH TZU
11731,POMERANIAN
44431,GER SHEPHERD MIX
24018,SHIH TZU
15502,MIXED
19348,FOX TERRIER WIRE
23666,AM PIT BULL TERRIER
16033,LAB MIX
22305,LHASA APSO
16373,SHIH TZU MIX
99163,LAB MIX
99645,ALAS MALAMUTE
30188,GER SHEPHERD
29511,PARSON RUSSELL TERR
80021,LABRADOR RETRIEVER
80863,AUS SHEPHERD
98155,LABRADOR RETRIEVER
30506,WELSH CORGI PEMBROK
16870,CATAHOULA LEOPARD D
21113,BULLMASTIFF
47725,BEAGLE MIX
15282,AM PIT BULL TERRIER
31632,MIXED
33573,MIXED
29485,DACHSHUND
15673,GREAT PYRENEES
28273,MORKIE
43701,DACHSHUND
15010,CHIHUAHUA
80303,BORD COLLIE MIX
34293,BISHON FRISE MIX
93312,GER SHEPHERD
44484,PEKINGESE
16057,LAB MIX
28722,TERRIER MIX
30005,LABRADOR RETRIEVER
15230,LABRADOR RETRIEVER
29406,MIN PINSCHER
15062,LAB MIX
15066,SCHNOODLE
15665,COCKER SPANIEL
28021,HAVANESE
15840,SIB HUSKY
32233,CAV KING CHAR SPANI
16116,PUG
22601,TERRIER MIX
8559,POODLE TOY
75068,SIB HUSKY
8021,TERRIER MIX
19320,BOXER
85225,MIXED
44420,COLLIE MIX
44514,GER SHEPHERD MIX
14251,DACHSHUND
18930,DACHSHUND
18020,IRISH WOLFHOUND
15055,ENG BULLDOG
16216,LABRADOR RETRIEVER
16341,AM PIT BULL TERRIER
33896,YORKSHIRE TERRIER
55811,CHIHUAHUA
16063,LABRADOODLE
34233,COLLIE
19971,SHIH TZU
15552,MASTIFF
16117,MASTIFF
44121,HAVANESE
15033,HOUND MIX
16038,TERRIER MIX
14213,LAB MIX
15067,MOUNTAIN CUR
15244,MIXED
15477,AM PIT BULL TERRIER
43952,AUS CATTLE DOG
22193,COLLIE
33486,AM TOY TERRIER
21502,BOXER MIX
16020,MIXED
44408,LAB MIX
16136,LAB MIX
