ZipCode,DogBreed
15236,MIXED
15205,MIXED
15143,LABRADOR RETRIEVER
15090,MIXED
15221,MIXED
15037,MIXED
15136,MIXED
15131,MIXED
15237,MIXED
15209,MIXED
15228,MIXED
15122,MIXED
15106,MIXED
15234,MIXED
15145,MIXED
15137,MIXED
15116,MIXED
15235,MIXED
15241,MIXED
15102,MIXED
15017,MIXED
15108,MIXED
15220,MIXED
15133,MIXED
15044,MIXED
15227,MIXED
15218,MIXED
15202,MIXED
15084,MIXED
15132,MIXED
15223,MIXED
15147,MIXED
15068,MIXED
15112,MIXED
15142,MALTESE
15075,LABRADOR RETRIEVER
15146,MIXED
15025,MIXED
15139,MIXED
15101,MIXED
15216,MIXED
15238,MIXED
15215,MIXED
15071,MIXED
15056,LABRADOR RETRIEVER
15239,MIXED
15063,MIXED
15007,LABRADOR RETRIEVER
15229,MIXED
15018,MIXED
15243,MIXED
15065,MIXED
15135,MIXED
15104,MIXED
15120,MIXED
15064,LABRADOR RETRIEVER
15024,MIXED
15015,LABRADOR RETRIEVER
15126,MIXED
15014,MIXED
15129,MIXED
15057,MIXED
15212,LABRADOR RETRIEVER
15110,AM PIT BULL TERRIER
15003,MIXED
15140,MIXED
16046,MIXED
15046,MIXED
15211,MIXED
15332,MIXED
15005,MIXED
15034,MIXED
15035,MIXED
15214,MIXED
15086,COCKER SPANIEL
16301,BOXER
15047,LABRADOR RETRIEVER
15148,MIXED
15208,POODLE STANDARD
15045,MIXED
15088,MIXED
15206,AM PIT BULL TERRIER
15210,MIXED
15144,MIXED
15049,AM PIT BULL TERRIER
15030,LAB MIX
15656,MIXED
15233,YORKSHIRE TERRIER
15219,AM PIT BULL TERRIER
15203,MIXED
15051,TERRIER MIX
15225,LAB MIX
15076,LABRADOR RETRIEVER
15032,MIXED
15026,LABRADOR RETRIEVER
15226,LAB MIX
15091,LABRADOR RETRIEVER
16059,LABRADOR RETRIEVER
15001,PUG
15678,SHEPHERD MIX
15028,BEAGLE
15082,MIXED
46142,GREYHOUND
15043,TERRIER MIX
15213,LABRADOR RETRIEVER
15222,LAB MIX
49441,GOLDEN RETRIEVER
15642,CHIHUAHUA
27833,MIXED
15031,MIXED
58801,SCHNAUZER MIN
15668,MIXED
15021,ENG SPRINGER SPANIE
34114,BORD COLLIE
15317,GOLDEN RETRIEVER
11731,POMERANIAN
16105,POODLE MIX
15012,PUG
16424,LABRADOR RETRIEVER
15367,BULLDOG
15613,BEAGLE MIX
28173,ENGLISH MASTIFF
15232,AUS SHEPHERD
15217,MIXED
16351,LAB MIX
16066,BEAGLE MIX
7016,LABRADOODLE
15224,TERRIER MIX
34108,COTON DE TULEAR
77351,GER SHEPHERD MIX
29928,LABRADOR RETRIEVER
14830,BEAGLE MIX
31535,LAB MIX
22508,POODLE TOY
34205,HAVANESE
15321,DOBERMAN PINSCHER
43903,PEKINGESE
16316,YORKSHIRE TERRIER
15006,MIXED
29566,MIXED
15085,MIXED
30248,MIXED
15330,OLD ENG SHEEPDOG
15020,MIXED
15204,LAB MIX
28031,GOLDENDOODLE
15301,CHIHUAHUA MIX
32137,LAB MIX
18705,TAG
20171,SHIH TZU
32224,SHETLAND SHEEPDOG
80130,BOXER
45039,YORKSHIRE TERRIER
29466,LAB MIX
33426,MIXED
21401,DACHSHUND
26047,POODLE MIX
15207,MIXED
33566,GREYHOUND
34292,COLLIE MIX
23059,AM ESKIMO DOG
15636,MIXED
16053,POODLE STANDARD
15127,MIXED
32311,POODLE TOY
28594,MIXED
15083,BEAGLE
40205,MIXED
29485,DACHSHUND
16342,GER SHEPHERD MIX
70119,SCHIPPERKE
16037,YORKSHIRE TERRIER
29926,LABRADOODLE
28117,MIXED
16063,MALTESE
15282,AM PIT BULL TERRIER
15061,ROTTWEILER
27950,LAB MIX
15089,AM PIT BULL TERRIER
15626,LABRADOR RETRIEVER
15134,LABRADOR RETRIEVER
15767,AUS CATTLE DOG
15042,SCHNAUZER MIN
17111,W HGHLND WH TERRIER
15201,LAB MIX
15601,STAFFORDSHIRE TERRI
35907,SCHNOODLE
16002,GER SHORTHAIR POINT
74864,GER SHEPHERD MIX
44141,LAB MIX
16229,LABRADOR RETRIEVER
34145,ENG BULLDOG
32207,MIXED
26508,WEIMARANER
2864,SCHNOODLE
28025,GOLDEN RETRIEVER
19014,PARSON RUSSELL TERR
33410,SIB HUSKY
16233,DOBERMAN PINSCHER
15632,COCKER SPANIEL
19348,YORKSHIRE TERR MIX
16354,LABRADOR RETRIEVER
30064,LABRADOODLE
16056,MIXED
45102,COCKAPOO
16127,LABRADOR RETRIEVER
15670,BORD COLLIE
16055,YORKSHIRE TERR MIX
80863,ROTTWEILER
92782,COCKAPOO
55811,CHIHUAHUA
15231,SCHNAUZER MIN
21113,BULLMASTIFF
28539,LABRADOODLE
33458,DACHSHUND MIX
15066,COCKER SPANIEL
74133,MIXED
18930,SIB HUSKY
13027,COCKER SPANIEL
32168,BEAGLE MIX
18853,LHASA APSO
32506,PARSON RUSSELL TERR
34233,COLLIE
28021,HAVANESE
15038,SHIH TZU
15242,TAG
16001,LAB MIX
29511,PARSON RUSSELL TERR
44431,BRITTANY SPANIEL
47126,MIXED
48808,MIXED
34211,SHIH TZU
44420,COLLIE MIX
16051,ENGLISH MASTIFF
16137,TERRIER MIX
15062,LAB MIX
78130,LAB MIX
7885,CHIHUAHUA
34293,POODLE MIX
1821,GER SHEPHERD
40330,MIXED
31520,DINGO
28273,MORKIE
44241,BEAGLE
15665,COCKER SPANIEL
15660,LAB MIX
33573,MIXED
43935,CANE CORSO
85032,LABRADOR RETRIEVER
16121,CHIHUAHUA
33764,MIXED
15010,AM PIT BULL TERRIER
33913,SHIH TZU
34112,BEAGLE MIX
15501,WELSH TERRIER
17331,MIXED
29410,LAB MIX
15022,SHIH TZU
27606,SHETLAND SHEEPDOG
27302,LABRADOR RETRIEVER
19438,BOXER
