ZipCode,DogName
60503,CINDY LOU
37043,JOURNEY
27540,RYKU
15043,COOPER
46142,FUZZ FACE CASSIE
60659,"DUPUIS ""DEWEY"""
29406,TJ
34112,LIBBY
47126,TUCKER BROWN SUTTER
85032,CUTCH
47909,KATIE
1821,MAX
19320,JAX
44305,TANK
22305,COOPER
78660,STOTCH
16121,TIA
33029,PIPPA
44420,BLAKE
92782,SYDNEY
32506,BELLA
15692,CELINE
18930,RUSTEE
16001,XENIA
32609,KAYLEE
15502,RIKO
17339,LILLY
15105,BABY
34211,PIPER
99163,BEAR
46205,WINNIE
32233,KESSIE LYNNE GEISLER
40330,ZOE
15062,DIXIE
44431,KING HENRY V
34472,ROSIE
2043,NOLA
15282,EVE
15363,BUSTER
34145,FREUD
17055,MR. BOONE
16116,BAILEY
31632,BELLA
92101,THEO
13027,SPENCER
85225,MOOSE
44241,BUBBA
89128,MUNCHIE
10508,MYA
33407,ROMEO
98155,RINGER
44121,VADER
8559,VINNIE
16345,BUSTER
28173,BENNY
32210,LACEY
15074,SOPHIE 
28273,MAX
19971,ZOEY
16125,NOVA
85140,MILLICENT HOPE BELL
22601,LAYLA VENTROSCO
15245,CHEWY
80021,KOBE
15418,TUNA
33458,ROSCOE
15690,MOLLY
16101,KONA
78705,BUCKETS
15055,DARLA
70119,COFFEE
98040,KIITOS
32163,SNICKERS
16373,DIAMOND
33401,MAVERICK
28208,MILA
17745,RHEA
15081,BELLA
19150,ANGEL
33764,HARLEE
99645,BORIS
32168,BRAXTON
15857,FINN
15010,JADE
24018,FELIPE
21113,GIGI
75068,MAXIMILIAN CHARLES B
21401,SCHMIDTY
16509,ZOEY
32081,RUBY MAE
16301,SUZIE
30188,AXEL
15501,BUBBIE
15655,PEANUT
34114,CROSBY
15670,OSCARR
27604,NOVA
16037,DANNY
15022,MURPHY
29642,MAXI KERN
16226,GINGER
15848,CHARLIE
20657,SAMSON
80863,MAVERICK
48127,KALDER
10011,EVANGELINE
37412,THOR
15665,BLAZE
28021,GEORGE
16027,BO
73103,BOWIE
15860,REMI
34997,DAISY
16057,DEXTER
47725,TESS
19352,ELLIE
15754,ROMEO
27617,MOLLY FEDRIZZI
16870,ROONEY PRANCER WILSO
90275,CHARLIE
15004,IZZY
16063,SGT. PEPPER
16148,MILLIE
22031,AOIFE
33896,ROCCO OCHO CINCO
23666,KENAI
15660,KENAI
15473,MARILYN
15299,DEEB
43701,MITT
15634,OSCAR
73134,ASPEN
32128,MOLLY
